judul_lagu;nama_artis;playlist_name;url;genre_lagu;lyrics
Akulah Peluru;Rebellion Rose;punk indo;3bemdi49bQda8y8J6LxCHx;['indonesian punk', 'yogyakarta indie'];Beriring kuat tekad Untuk saling menjaga Setia, tak kenal dusta Disaksikan malaikat  Menarilah samudra Terbitlah, terbit cinta Jemput hatinya yang hilang Bawa kembali terang  Sambutlah ia, sambutlah Peluklah dendam, peluklah Raya semesta tebar kasihnya  Hajar!  ...
Kepalkan Tangan Kiri;Scared Of Bums;punk indo;2Ysbjb7eAPENX5ewi31neD;['bali indie', 'indonesian indie', 'indonesian metal'];"Kepalkan tangan kiri, satukan, bulatkan tekad Rapatkan barisan, satu kata, ""Lawan!"" Jangan pernah 'tuk menyerah Bersama, bangkitkan semangatmu  Kuatkan janji bersama Tanpa rasa segan untuk satu tujuan Menutup kata 'tuk menyerah Yakinlah, terus melangkah  Angkat kepalan kiri, kibarkan bendera perang Runtuhkan semua dinding penghalang Tanpa ragu 'tuk buktikan Yakinlah, berjuang dengan jiwa  Kobarkan api semangat Dan atur serangan, bantai para pendusta 'Tuk wujudkan kemenangan bagi kaum tertindas ..."
The Opening (Ketika Senja);Superman Is Dead;punk indo;7b37k7LEXFHeHsHJsTSu2O;['bali indie', 'indonesian pop punk', 'indonesian rock'];Ketika senja perlahan mulai tenggelam Di balik gelap 'kan datang kemenangan Tanggalkan sayap dan lepas tanduk setanmu Yang ada hanya kebenaran semesta Dan kita para tentara Para pejuang waktu Tanah ini Luka ini Demi esok yang lebih bersinar Terus bersinar  ...
Hukum Rimba;Marjinal;Indonesian Punk;3jZX16Yv2QFTgs81LysOm2;['indonesian punk'];"Hukum adalah lembah hitam Tak mencerminkan keadilan Pengacara, juri, hakim, jaksa Masih ternilai dengan angka, uang  Hukum telah dikuasai Oleh orang-orang beruang Hukum adalah permainan 'Tuk menjaga kekuasaan  Maling-maling kecil dihakimi Maling-maling besar dilindungi Maling-maling kecil dihakimi Maling-maling besar dilindungi  Hukum adalah komoditas Barangnya para tersangka Ada uang, kau 'kan dimenangkan Tak ada uang, ya say, ""Good bye""  Di manakah adanya keadilan ..."
Cinta Pembodohan;Marjinal;Indonesian Punk;5ECzScjDchkdHWxSXRRDsy;['indonesian punk'];Dunia punya cerita Cerita tentang cinta Cinta, cinta, cinta ta Cinta  Pada stres Dan nggak sedikit yang gila mati (mampus) Minum racun serangga Gantung diri di pohon jengkol Nubrukin badan ke bis kota yang sedang mangkal Lompat melompat dari gedung bertingkat Karena cinta Demi cinta  Hei, kaw-kaw-kawan terlihat cemen (Aih, kita 'kan anak gaul lagi)  Dengernya pun lagu cengeng ...
Negri Ngeri;Marjinal;Indonesian Punk;2biOy0aubDhdyfPD9cipLt;['indonesian punk'];Lihatlah neg'ri kita (ho-oh) Yang subur dan kaya raya Sawah-ladang terhampar luas Samudra biru, yeah  Tapi rataplah neg'ri kita (ho-oh) Yang tinggal hanyalah cerita Derita dan derita Terus cerita (cerita terus)  Pengangguran merebak luas Kemiskinan merajalela Pedagang kaki lima tergusur Teraniaya  Bocah-bocah kecil merintih Melangsungkan mimpi di jalanan Buruh kerap dihadapi Penderitaan  Inilah neg'ri kita (ho-oh) Alamnya kelam, tiada berbintang Dari derita dan derita Menderita (derita terus)  Sampai kapankah derita ini? (Au-ah) Yang kaya darah dan air mata ...
Luka Kita;Marjinal;Indonesian Punk;7u0yu4v9zYILEuniBGBiaU;['indonesian punk'];Bencana dari neg'ri air mata (wo-oh-oh) Ratusan ribu jiwa pergi mendahului kita (wo-oh-oh) Bara luka kobarkan cita rasa bersama (wo-oh-oh) Bara luka jadikan satu pelita (ho-oh-oh-oh)  Saudaraku yang pergi tak hanya tinggalkan nama (ho-oh-oh-oh) Saudaraku yang pergi meninggalkan berjuta makna (ho-oh-oh-oh) Saudaraku yang pergi membangunkan seisi dunia Agar mengerti dalamnya makna hidup yang ada (wo-yeah)  Tunjukkan bahwa kita semua bersaudara Luka mereka, luka kita semua Tunjukkan, tunjukkan oleh kita ...
Ham;Marjinal;Indonesian Punk;3VaFJY8uEfPkcF6DSVewGz;['indonesian punk'];Tergerak dari jiwa Melalui pancaindra Ada tugas mulia Jadi tanggung jawab kita bersama  Buka mata hati kita semua 'Tuk hari esok yang lebih baik Kepalkan tangan, satukan jiwa 'Tuk menghancurkan angkara murka  Muliakan hak-hak manusia Mari junjung dan jaga bersama Mari kita ciptakan dunia Yang bebas dari penindasan Dan kebatilan  Hak, hak asasi manusia harus dihormati Hak, hak asasi manusia harus dilindungi ...
Marsinah;Marjinal;Indonesian Punk;09xgqIGpbOe3u0k6Fj0mJP;['indonesian punk'];Kulihat Buruh perempuan Berkeringat Membasahi bumi Yang gelap  Energi (energi) yang kau curahkan Begitu besar telah kurasakan Terhanyut dalam kesombongan Terlupakan  Gemerlap (gemerlap) cahayamu Membentangi garis kehidupan Ada darah rintih dicaci-maki Kau hadapi  Keringat dan ketegaranmu Mengalir deras tak ternilai Hanya tetes darah dan air mata Yang kau terima ...
Boikot;Marjinal;Indonesian Punk;4hkkXU4PzsMWwYS58jV71c;['indonesian punk'];Gilanya tradisi yang ada di dunia ini Siapa yang kuat dialah yang berkuasa Berlomba-lomba 'tuk menghindar menjadi mangsa Kita manusia tak kenal lagi manusia  Jilat-menjilat itu mah sudah biasa Tikam sana tikam sini dan siap memangsa Hei, hei, tai asu Yang menjadi serigala 'tuk manusia yang lainnya Manusia semakin gila  Yang kuat menguasai, yang lemah dikorupsi Yang kaya semakin kaya, yang miskin semakin miskin Yang pintar membodohi, yang bodoh dibudayakan  Yang kuat menguasai, yang lemah dikorupsi Yang kaya semakin kaya, yang miskin semakin miskin Yang pintar membodohi, yang bodoh dibudayakan  Boikot! Boikot! Budaya yang memiskinkan Boikot! Boikot! Budaya yang merusak Boikot! Boikot! ...
Partai Anarki;Rebellion Rose;Indonesian Punk;1lzhYIVEYCNXnfKMZTOrFw;['indonesian punk', 'yogyakarta indie'];Anarki Anarki Anarki Anarki  Selamat datang di negara korup Suram penuh masalah (Derita) Petinggi rakus, rakyat dibodohi Aparat dan birokrasi (Bencana)  Bak buk bak buk, gerak revolusi Tak gentar angkat senjata (Menyerang) Satu bumi, bendera anarki Goyahkan, dobrak istana (Merdeka)  Lawan Hancurkan Lawan  Rapatkan barisan Satukan suara penuh dendam Entah sampai kapan Tak lelah berhenti melawan  Pesta rakyat, berkedok janji palsu Penguasa media (Tertawa) Kemiskinan karena kau dimiskinkan ...
Guy Fawkes Day;Rebellion Rose;Indonesian Punk;2kHWIFkYsgIpT2eiogQBm5;['indonesian punk', 'yogyakarta indie'];Guy fawkes day, guy fought day Guy fawkes day, guy fought day  Remember, remember the Fifth of November The gunpowder treason and plot Remember, remember the Fifth of November There's no reason that day should ever be forgot  Can you see the light? (hooo-oo) Can you feel the hope? (hooo-oooo) I burn my bonfires and fireworks to remember ...
Punk!;Rebellion Rose;Indonesian Punk;6gdaFiK17JehZd1gT5FqrU;['indonesian punk', 'yogyakarta indie'];Keras hidup yang menerjang Tak pernah merubah jalan hidupku Panas pelukan mentari Tak menghentikan bulat tekadku Terus berlari, tak pernah peduli ancaman dari mereka  Tetap dan terus berdiri bersama, kawan (woi, woi, woi) Tanpa hiraukan segala bentuk perbedaan (wooo-oo-oo) Lawan dan hajar di depan yang terus menghadang (woi, woi, woi) Angkat gelas dan teriakkan ...
Sehat Selalu Sodaraku;Rebellion Rose;Indonesian Punk;2J4mjhS47Mzj01WauAYwVd;['indonesian punk', 'yogyakarta indie'];Berjumpa lagi, hei sodaraku Melepas rindu kita Bernyanyi lantang merdeka Sehat selalu, sodaraku  Malam Minggu di jalan Satu barisan ke depan Bergerak serentak Hari ini milik kita  Berdiri hadang truk yang melintas Atribut kebanggaan Tuak nomor dua Yang penting kita bersama  Bersama-sama berkumpul lagi Gila dan lepas kendali Angkat yang terjatuh Damai tanpa perusuh  Siapa itu bawa bendera Gagah dan mempesona Selamat berdansa Kita bakar suasana Dan bersiap  Jawa Timur, Tengah dan Barat ...
Aku Bencana;Rebellion Rose;Indonesian Punk;0KQ9hebCyEO9xwMFW5G5mN;['indonesian punk', 'yogyakarta indie'];OI!!! OI!!! OI!!!  Aku lahir di deras badai hujan Aku tumbuh di medan pertempuran (OI!) Ayah ibuku bulan dan bintang Rumah kami samudera hutang  Aku bencana bernafas ancaman Liku duniaku tak senyamannya dirimu Keluhku tak berguna, peluhku nyawa Kelak 'ku datang 'tuk rasakan derita  ...
Sindikat Pekerja Keras;Rebellion Rose;Indonesian Punk;203najuHBhSO5rlKkXLo2Z;['indonesian punk', 'yogyakarta indie'];Sindikat, sindikat, sindikat Sindikat pekerja keras Pergi pagi, pulang malam Rayakan dengan minuman  Sindikat, sindikat, sindikat Sindikat pekerja keras Pergi pagi, pulang malam Rayakan dengan minuman  Gagah tanpa celah Amunisi penuh dari rumah Langkah tak kenal lelah Berdoa 'tuk mantapkan arah  Bangun, siap dan bergegas Menerjang panas debu jalanan Maka lupakan kerasnya hingar bingar peristiwa Demi ia tercinta (oh-oh) ...
Barisan Juang;Rebellion Rose;Indonesian Punk;4yujffALQMckZvppZKSkmo;['indonesian punk', 'yogyakarta indie'];Jiwamu yang besar Liar dan tak gentar  Tak terlupa saat itu, hari-hari bersamamu Berdansa di arena cinta dan berbagi cerita Hangat kopi pagi itu, gelasku bagi denganmu Berandai-andai tentang cara satukan dunia  Selamat jalan, kawan, tenang kau di sana Salam kami untukmu Selamat jalan, kawan, tetaplah kau tenang Barisan juangmu memanjang  Jiwamu yang besar Liar dan tak gentar ...
Maju Menantang;Rebellion Rose;Indonesian Punk;1jiDGfl9SFeocHDhNr7dOX;['indonesian punk', 'yogyakarta indie'];Hajar tinju yang menghadang Maju dan menantang Abaikan isu menyesatkan Maju dan menantang  Ooo, laju ini tak henti Ooo, akan tetap berdiri  Matahari 'kan setia tebar panasnya Maju dan menantang Dingin malam mengusik menusuk Maju dan menantang  Ooo, laju ini tak henti Ooo, akan tetap berdiri  Hingga lelah raga ini akan tetap berdiri Walau berat aral di depan menghadang Maju tetap menantang Hingga lelah raga ini laju takkan terhenti Walau tajam liku di depan menghadang ...
Damai Bersamamu;Rebellion Rose;Indonesian Punk;0VbYymggowAhu3ZcSTdBCf;['indonesian punk', 'yogyakarta indie'];Setelah sekian lama Setelah semua luka yang terasa Setelah serbuan deras penderitaan Setelah lomba alih kuasa Janji palsu mereka mengudara Masih kau duduk nyaman  Setelah semua yang mereka lakukan sangat jauh dari harapan Masihkah kau percaya dengan lagu-lagu istana Setelah melancarkan penggusuran, alam kaya pun dijual Sampai kapan kau tetap duduk nyaman  Maju kau pejuang bersabar Karena kemenangan milik yang tak lelah berjuang Maju kau pejuang bersabar Cahaya di kepalan tegas benderang  Setelah berliku jalan kau tempuh Jangan lupa tempat berlabuh ...
Senjata Baru;SUPERIOTS;Indonesian Punk;0ecA25FigeALLc7EYinSLZ;['bogor indie', 'indonesian punk'];Kerasnya hidup terasa semakin keras Penindasan pun terasa lewati batas Sudut yang benar dibuat menjadi lemah Tidak berkutik dan tidak bisa bergerak  Ketika lagu dianggap senjata baru Kami kirimkan ribuan lagu untukmu Tentang semangat keringat dalam diriku Melangkah maju, melesat bagai peluru  Hancurkan, musnahkan yang menghancurkanmu Tikam tirani yang tak terhenti Genggam semangat hingga berarti ...
Punk Skinhead Bersatu;SUPERIOTS;Indonesian Punk;2yLnXvjhkpeRh1FpsqhN3D;['bogor indie', 'indonesian punk'];Hey, let's go punk, go!  Teror bom belum berakhir Derita pun tak terhenti 'Kan berjuang sampai akhir Dan bersatu sampai mati  Kita bersatu kuatkan perlawanan Yang menghancurkan, singkirkan Hancurkan sistem dan bentuk kekuatan Lawan sampai mati  Punk skinhead bersatu (oi, oi, oi) Punk skinhead bersama (bersama) Punk skinhead takkan mati (oi, oi, oi) ...
Kawan Sejati Terhitung Jari;SUPERIOTS;Indonesian Punk;2AMzgVLmK8xhtNRX6CFRbz;['bogor indie', 'indonesian punk'];Kepercayaan yang utama Mampu menerangi semua Banyak kawan bermuka dua Tapi itu bukan dia  Dia datang saat ku senang Juga saat ku dibodohi Kawan sejati takkan lari Walau semangat hampir mati  Bukan yang berpiawai (my friend, my brother) Bukan yang banyak bicara tinggi  Tetapi kawan sejati Kawan sejati terhitung jari Terhitung jari  ...
Selamat Datang Di Surga Kami;SUPERIOTS;Indonesian Punk;4TmSzI4D6AcwBQmt8kNdXr;['bogor indie', 'indonesian punk'];Sungai indah mengalir deras, memutari di desa kami Kini air kotor dan tercampur limbah dan tak dapat diminum lagi Gunung yang lebat dan menghijau, pemandangan di desa kami Kini gundul hancur dirampas mereka hingga kini tak hijau lagi  Bencana datang menghampiri menghancurkan separuh negeri Tangisan derita terjadi dan kini tak pernah berhenti Di bawah langit yang kelam, di atas tanah yang hitam Di sanalah kami berdiri, selamat datang di Surga kami  ...
Selamat Datang Di Surga Kami;SUPERIOTS;Indonesian Punk;5EbNgfZ2pUQbnxGrRnbqNA;['bogor indie', 'indonesian punk'];Sungai indah mengalir deras, memutari di desa kami Kini air kotor dan tercampur limbah dan tak dapat diminum lagi Gunung yang lebat dan menghijau, pemandangan di desa kami Kini gundul hancur dirampas mereka hingga kini tak hijau lagi  Bencana datang menghampiri menghancurkan separuh negeri Tangisan derita terjadi dan kini tak pernah berhenti Di bawah langit yang kelam, di atas tanah yang hitam Di sanalah kami berdiri, selamat datang di Surga kami  ...
Lepas Kendali;SUPERIOTS;Indonesian Punk;6q0d1aAnGEsEWrgIDx9B8y;['bogor indie', 'indonesian punk'];Ini hari yang indah saat tepat 'tuk bertemu Melepas rasa penat yang bersarang di otakmu Berikanlah pelukan untuk orang yang kau sayang Agar saat kau pergi semuanya 'kan tenang, oke  Janganlah ragu, jabat erat tanganku Terlihat di matamu kau masih seperti dulu Dan nyanyikanlah lagu-lagu tentang dirimu Masuki pikiranmu, ingat masa lalu  Berkumpul lagi bersama-sama Lepas kendali, kita berdansa  Persetan kata orang kita pun tidak mengganggu Nada dan suaraku tak lukai telingamu ...
Orang Aneh;SUPERIOTS;Indonesian Punk;79ww4dbaVm1ERqCJEZVKG3;['bogor indie', 'indonesian punk'];Jalan pikirku memang t'lah jauh berbeda Dan penampilanku yang berbeda jauh Hanya mencoba menjadi yang aku mahu Semua tertawa melihatku seperti orang aneh  Bicara kau seenaknya Tanpa pikir-pikir orang 'kan terluka Lekas kau menunjuk wajah depan mata  Hanya kar'na ku berbeda Tak berarti hingga kau rendahkan aku Caci dan makimu 'kan menyerangku  Lakukan saja apapun yang kau mau Tapi jangan kau mengganggu Biarkan saja aku dengan gayaku Dengan caraku ...
Sunset Di Tanah Anarki;Superman Is Dead;Indonesian Punk;1bfbixjy7OPG2n3MbLKrKu;['bali indie', 'indonesian pop punk', 'indonesian rock'];Inilah Radio Revolusi Indonesia Mempersembahkan sebuah langgam nostalgia  Andai ku malaikat, kupotong sayapku Dan rasakan perih di dunia bersamamu Perang 'kan berakhir, cinta 'kan abadi Di tanah anarki, romansa terjadi  Desing peluru tak bertuan Hari-hari yang tak benderang Setiap detik nyawa ini Kupertahankan untukmu  Alasanku ada di sini Dan parasmu yang kurindukan Di neraka 'kan kumenangkan Hariku bersamamu  Andai ku malaikat, kupotong sayapku Dan rasakan perih di dunia bersamamu ...
Bulan & Ksatria;Superman Is Dead;Indonesian Punk;2Iw7F9BZgi0oGuu6kDumlU;['bali indie', 'indonesian pop punk', 'indonesian rock'];Jejak dendam perih meraksasa di angkasa Akan cinta yang besar dan terhalang durjana Manusia melacurkan diri di istana Namun tak demikian dengan bulan ksatria  Kekuatan cinta 'kan beri dia mahkota Bulan merana jingga hapus air matamu Ksatria datang dengan bendera tanpa pedang Di detik ini cinta adalah kebenaran  Tinggi menjulang menembus peradaban Melewati waktu melawan pembenaran Dan kini bulan menantikan gemilang Tangis, air matanya telah hilang  Derap kuda ksatria gagah dekati surga Walau neraka berjanji 'tuk menghabisinya Di pintu istana bulan merajah hatinya ...
Punk Hari Ini;Superman Is Dead;Indonesian Punk;3jFLkK5G0NVcOzsDGbjMsm;['bali indie', 'indonesian pop punk', 'indonesian rock'];Waktu terus berjalan, tiada yang di sisimu Ingin keluar 'tuk dapatkan pemikiran baru Kukesal hari ini melihat di sekitar Semuanya sama dan seragam Korban dari majalah  Dia pikir dia berbeda Dan semua band mengkopi Blink Di manakah pemberontak engkau bersembunyi? Bukankah ini penting Dan perasaanku membunuhku!  Kubenci semua yang tak pasti wo, oo Rambut spikey dibilang funky wo, oo Mall dipenuhi lambang anarki wo, oo ...
Bukan Pahlawan;Superman Is Dead;Indonesian Punk;0ik6iwCfkwrafBvcduaYtO;['bali indie', 'indonesian pop punk', 'indonesian rock'];Di sudut kota ini melangkah sepi Dihantui mimpi abadi Tangis dan air mata di pinggir jalan Kapankah ini 'kan berakhir?  Pemabuk di pelukan pelacur jalanan Bermahkotakan duri tajam Tutup matamu kawan besarkan hati Surga dan neraka menanti  Aku bukan pahlawan berparas tampan Sayap-sayap pupus terbakar Salah-benar semua pernah kulakukan ...
Puisi Cinta Para Perompak;Superman Is Dead;Indonesian Punk;764X3uE3vjmDCqTBAEMAQE;['bali indie', 'indonesian pop punk', 'indonesian rock'];Kuingat Jelita Hatiku merana Di tengah lautan samudra  Kutenggak anggurku Kuasah pedangku Saatnya 'tuk mencari mangsa  Seiris puisi Kuhempas nada Asa perompak yang mencari janji  Tunggu 'ku, Jelita Di tepi pelabuhan api Di sini, aku bernyanyi  Ribuan mahkota ...
Kita adalah belati;Superman Is Dead;Indonesian Punk;2iPhUfi56zAPDpkcxx4UD6;['bali indie', 'indonesian pop punk', 'indonesian rock'];Sunset di tanah anarki kian mencekam, dan sayap patah terbang tertatih bersamanya Hari ini setan bersyukur memanjatkan doa-doanya, untuk dunia tanpa pelangi Mawar merah menghitam tega bunuh asmara Ketika cinta tenggelam ku 'kan mewarnainya Hari ini malaikat pergi dan tak akan pernah kembali, dan kita adalah belati  Bertarung lepas tiada henti Menancap keras di dada  Kita belati, kita adalah belati Tak sempurna, jauh dari merdeka Kita bernyanyi, belati ini abadi Tak berhenti takkan pernah berhenti  ...
Belati Tuhan;Superman Is Dead;Indonesian Punk;5I1fV0WeGFhAoFx8I7KKvq;['bali indie', 'indonesian pop punk', 'indonesian rock'];Menebas terali terkurung api Terlahir telanjang tanpa senjata Meradang meluka dirantai dogma Memanggil badai runtuhkan kekang Berderap serentak tanpa seragam Tak pernah henti berkarat  Wouooo ... Kamilah kutukan peradaban Wouooo ... Kamilah suara yang terlupakan Wouooo ... Kamilah bayang sempurna Yang tak pernah kau temukan! ...
Kita VS Mereka;Superman Is Dead;Indonesian Punk;25z70HJi9kaLM7inY1qiRe;['bali indie', 'indonesian pop punk', 'indonesian rock'];Hey kau yang terluka karna engkau berbeda Jangan pernah menyerah hancurkan kesedihan Kita kan bersama, ayo lawan dunia Injak kesombongan dan keangkuhannya  Kita bukan mereka Kita bukan anak bangsa sempurna Kita bukan bangsawan Nan rupawan, yang harus dihormati Matilah keseragaman, kedangkalan hidup di dunia Jarum dan tinta, kulit berwarna Buktikan kubisa, kan kurubah dunia  Hey kau yang terluka karna engkau berbeda Jangan pernah menyerah hancurkan kesedihan Kita kan bersama, ayo lawan dunia Injak kesombongan dan keangkuhannya ...
